GEM Mine ID,MSHA ID,Country / Area,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),Owners,Owners (Non-ENG),Parent Company,Company HQs,Capacity (Mtpa),Production (Mtpa),Year of Production,Mine Type,Mining Method,"Mine Size
(Km2)","Mine Depth
(m)",Depth Accuracy,Workforce Size,Workforce Accuracy,Coal Type,Coal Grade,Opening Year,Closing Year,Reason for Closure,Mine Site Status,Coalfield,Location,"Prefecture, District","State, Province",Subregion,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Primary Consumer, Destination Name","Primary Consumer, Destination GEM Wiki",Reported Coal Mine Methane Emissions (thousand tonnes CH4),Reported Coal Mine Methane Emissions (thousand tonnes CO2 equivalent),Year of Reported Coal Mine Methane Emissions,Reference Type,Source ID,Has mine boundary and methane emissions sources data,Has associated plume data,Has associated CMM mitigation data
M5471,,China,Anhui Shuoli Coal Mine,,淮北矿业集团有限责任公司朔里煤矿,Huaibei Mining Group Co Ltd,淮北矿业集团有限责任公司,,China,"2,1",,,Underground,,,456,Estimate,,Estimate,,,1971,2019,,,,安徽省淮北市杜集区朔里镇,Huaibei,Anhui,Eastern Asia,Asia,"34,056692","116,893748",Exact,,,,,,,,,N,N,N
M5472,,China,Anhui Yuanzhuang Coal Mine,,淮北矿业集团有限责任公司袁庄煤矿,Huaibei Mining Group Co Ltd,淮北矿业集团有限责任公司,,China,"0,69",,,Underground,,,456,Estimate,,Estimate,,,1959,2016,,,,安徽省淮北市杜集区段园镇,Huaibei,Anhui,Eastern Asia,Asia,"34,209312","116,996956",Approximate,,,,,,,,,N,N,N
M4752,,China,Chongqing Fengchun Coal Mine,,重庆能投渝新能源有限公司逢春煤矿,Chongqing Energy Investment Group Yuxin Energy Co Ltd,重庆能投渝新能源有限公司逢春煤矿,,China,"0,9",,2020,Underground,,,456,Estimate,991,Exact,,,1986,2021,,,,重庆市綦江区石壕镇,,Chongqing,Eastern Asia,Asia,"28,538186","106,684622",Approximate,,,,,,,,,N,N,N
M4754,,China,Chongqing Sanhui No.2 Coal Mine,,重庆天府矿业有限责任公司三汇二矿,Chongqing Tianfu Mining Co Ltd,重庆天府矿业有限责任公司三汇二矿,,China,"0,9",,2020,Underground,,"25,8104",1150,Exact,542,Exact,,,2012,2021,,,,重庆市合川区三汇镇垮寨子,,Chongqing,Eastern Asia,Asia,"30,088895","106,608841",Exact,,,,,,,,,N,N,N
M4755,,China,Chongqing Yanjing No.1 Coal Mine,,重庆天弘矿业有限责任公司盐井一矿,Chongqing Tianhong Mining Co Ltd,重庆天弘矿业有限责任公司盐井一矿,,China,"0,6",,2020,Underground,,,456,Estimate,,Estimate,,,2016,2020,,,,重庆市合川区盐井街道大坝村,,Chongqing,Eastern Asia,Asia,"29,934966","106,339088",Exact,,,,,,,,,N,N,N
M4753,,China,Chongqing Yuyang Coal Mine,,重庆能投渝新能源有限公司渝阳煤矿,Chongqing Energy Investment Group Yuxin Energy Co Ltd,重庆能投渝新能源有限公司渝阳煤矿,,China,"0,9",,2020,Underground,,"10,89",456,Estimate,,Estimate,,,2012,2021,,,,重庆市綦江区安稳镇杨地湾村,,Chongqing,Eastern Asia,Asia,"28,65056","106,76035",Approximate,,,,,,,,,N,N,N
M3156,,China,Dafeng Surface Coal Mine,,神华宁夏煤业集团有限责任公司大峰露天煤矿,Shenhua Ningxia Coal Industry Group,,China Energy,China,"0,95",,,Surface,Open Pit,"4,68",280,Exact,376,Estimate,Anthracite,Thermal,1973,2019,,,Helanshan,"Dafenggou, Shitanjing Street",Shizuishan,Ningxia,Eastern Asia,Asia,"39,177996","106,370607",Exact,,,,,,,,,N,N,N
M1850,,China,Daizhuang Coal Mine,,淄博矿业集团有限责任公司岱庄煤矿,Zibo Mining Group,,Shandong Energy,China,"1,2",,2023,Underground,Longwall,"65,6253",600,Exact,937,Exact,Bituminous,Thermal & Met,2000,2023,,,Jining,"Lumiao , Liying Sub-district Office",Jining,Shandong,Eastern Asia,Asia,"35,460348","116,565508",Exact,,,,,,,,,N,N,N
M4368,,China,Datong Xinzhouyao Coal Mine,,大同煤业股份有限公司忻州窑矿,Jinneng Holding Shanxi Coal Industry Co Ltd Xinzhouyao Coal Mine,,Jinneng Holding Group Co Ltd,China,,"0,6",2022,Underground,Longwall,"15,9013",300,Exact,2726,Exact,Bituminous,Thermal,2020,,,,Datong,"Kouquan Township, Yungang District",Datong,Shanxi,Eastern Asia,Asia,"40,046676","113,117131",Exact,,,,,,,,,N,N,N
M1871,,China,Desheng No.2 Coal Mine,,内蒙古德晟实业集团有限公司二矿,Inner Mongolia Desheng Industrial Group,,Inner Mongolia Desheng Industrial Group,,"1,2",,2023,Surface,Open Pit,"1,71",135,Exact,78,Exact,Bituminous,Thermal & Met,2010,2024,,,,Kabuqi Street,Wuhai,Inner Mongolia,Eastern Asia,Asia,"39,62475","106,887616",Exact,,,,,,,,,N,N,N
M3049,,China,Dongsheng Yangsheng Coal Mine,,山西平定古州东升阳胜煤业有限公司,Shanxi Pingding Guzhou Dongsheng Yangsheng Coal Industry Company,,Shanxi Pingding Guzhou Coal Industry Company [40.0494%]; Shanxi Dongsheng Coal Industry Group [3899%]; Shanxi Hengxinsheng Investment Company [21.9407%],China,"0,9",,,Underground,Longwall,,456,Estimate,247,Exact,Anthracite,Thermal,2003,2022,,,Qinshui,"Nanyangsheng , Zhangzhuang",Yangquan,Shanxi,Eastern Asia,Asia,"37,711918","113,603464",Approximate,,,,,,,,,N,N,N
M1904,,China,Fugu Guoneng Coal Mine,,陕西省府谷县国能矿业有限公司,Shaanxi Province Fugu County Guoneng Mining Company,,Fugu Coal Industry Group,China,"1,2",,2022,Underground,,"7,6343",85,Exact,106,Exact,Bituminous,Thermal,2016,,,,Shenfu,Sandaogou,Yulin,Shaanxi,Eastern Asia,Asia,"39,214318","110,634717",Exact,,,,,,,,,N,N,N
M1905,,China,Fugu No. 2 Coal Mine,,府谷县府谷镇二矿,Fugu County Fugu Town No.2,,Shaanxi Haotian Group Coal and Electricity Smelting Company,,,1,,Underground,,,110,Exact,,,Bituminous,,,2023,Financial difficulty,,,,,,Eastern Asia,Asia,"39,033463","110,646567",Exact,,,,,,,,,N,N,N
M7379,,China,Guangxi Baise Fulu Coal Mine,,广西百色福禄矿业有限责任公司福禄煤矿,"Guangxi Baise Fulu Mining Co., Ltd.",广西百色福禄矿业有限责任公司,,,"0,45",,,Underground,,,,,,,Bituminous,Thermal,,2024,Economically unviable,Unknown,,Youjiang District,Baise,Guangxi,Eastern Asia,Asia,"23,818873","106,627125",Exact,,,,,,,,,N,N,N
M4748,,China,Guangxi Baoqun Coal Mine,,广西壮族自治区右江矿务局有限公司保群煤矿,Guangxi Zhuang Autonomous Region Youjiang Mining Bureau Co Ltd,广西壮族自治区右江矿务局有限公司,,China,"0,9",,2020,Underground,,"6,4826",456,Estimate,,Estimate,Lignite,Thermal,2010,2020,,,,广西壮族自治区百色市田东县思林镇良余村,Baise,Guangxi,Eastern Asia,Asia,"23,538051","107,308863",Approximate,,,,,,,,,N,N,N
M7380,,China,Guangxi Shuibu Coal Mine,,广西右江矿务局有限公司水埠煤矿,"Guangxi Youjiang Mining Bureau Co., Ltd.",广西右江矿务局有限公司,,,"0,45",,,Underground,,,,,,,Bituminous,Thermal,,2024,Reserve exhausted,Unknown,,Youjiang District,Baise,Guangxi,Eastern Asia,Asia,"23,765753","106,783797",Exact,,,,,,,,,N,N,N
M4749,,China,Guangxi Tangnei Coal Mine,,广西壮族自治区右江矿务局有限公司塘内煤矿,Guangxi Zhuang Autonomous Region Youjiang Mining Bureau Co Ltd,广西壮族自治区右江矿务局有限公司,,China,"0,6",,2020,Underground,,,456,Estimate,,Estimate,,,1988,2020,,,,广西壮族自治区百色市田东县祥周镇九合村,Baise,Guangxi,Eastern Asia,Asia,"23,664589","106,98394",Approximate,,,,,,,,,N,N,N
M5592,,China,Gushan Coal Mine,,平庄煤业古山煤矿,"Pingzhuang Energy Co., Ltd.",,,,"0,7",,,Underground,,,456,Estimate,,,Bituminous,,2008,2020,,,,,,,Eastern Asia,Asia,"42,2072656","119,2384243",Approximate,,,,,,,,,N,N,N
M1935,,China,Haojialiang Coal Mine,,榆林市华瑞郝家梁矿业有限公司,Yulin Huarui Haojialiang Mining Company,,Yulin Investment Operation Group,China,"1,2",,,Underground,,"11,06",456,Estimate,518,Exact,Bituminous,Thermal,2009,,,,Shenfu,"Yuxi Road, Mahuangliang",Yulin,Shaanxi,Eastern Asia,Asia,"38,437728","109,941707",Exact,,,,,,,,,N,N,N
M5540,,China,Hebei Beiyangzhuang Coal Mine,,开滦集团蔚州矿业公司北阳庄矿,Kailuan Group Co Ltd,开滦集团有限责任公司,,China,"1,8",,,Underground,,"49,29",456,Estimate,,Estimate,Bituminous,Thermal,2013,2018,,,,河北省张家口市蔚县涌泉庄乡北阳庄村,Zhangjiakou,Hebei,Eastern Asia,Asia,"39,913425","114,553535",Exact,,,,,,,,,N,N,N
M5546,,China,Hebei Cuijiazhai Coal Mine,,开滦集团蔚州矿业公司崔家寨矿,Kailuan Group Co Ltd,开滦集团有限责任公司,,China,"0,55",,,Underground,,,456,Estimate,,Estimate,,,2000,2018,,,,河北省张家口市蔚县白草乡,Zhangjiakou,Hebei,Eastern Asia,Asia,"39,916474","114,436641",Approximate,,,,,,,,,N,N,N
M5545,,China,Hebei Guantai Coal Mine,观台煤矿,磁县六合工业有限公司,Hebei Province Ci County Liuhe Industry Co Ltd,河北省磁县六合工业有限公司,,China,"0,8",,,Underground,,,456,Estimate,,Estimate,,,,2018,,,,河北省邯郸市磁县观台镇,Handan,Hebei,Eastern Asia,Asia,"36,305907","114,117708",Exact,,,,,,,,,N,N,N
M5538,,China,Hebei Julong Coal Mine,,冀中能源邯郸矿业集团聚隆矿业有限公司,Jizhong Energy Handan Mining Group Julong Mining Co Ltd,冀中能源邯郸矿业集团聚隆矿业有限公司,,China,"0,45",,,Underground,,,456,Estimate,,Estimate,,,,2019,,,,河北省邯郸市武安市北安庄乡张粟山村,Handan,Hebei,Eastern Asia,Asia,"36,651528","114,23787",Exact,,,,,,,,,N,N,N
M5544,,China,Hebei Linnancang Coal Mine,,开滦集团林南仓矿业分公司,Kailuan Group Co Ltd,开滦集团有限责任公司,,China,"1,8",,,Underground,,,456,Estimate,,Estimate,,,1985,2018,,,,河北省唐山市玉田县林南仓镇,Tangshan,Hebei,Eastern Asia,Asia,"39,83858","117,631018",Exact,,,,,,,,,N,N,N
M5551,,China,Hebei Tao'er Coal Mine,,冀中能源股份有限公司邯郸矿业陶二矿,Jizhong Energy Co Ltd Handan Branch,冀中能源股份有限公司邯郸分公司,,China,"1,2",,,Underground,,,456,Estimate,,Estimate,,,1982,2020,,,,河北省邯郸市邯郸县康庄乡后牛叫村,Handan,Hebei,Eastern Asia,Asia,"36,66172","114,323399",Exact,,,,,,,,,N,N,N
M5531,,China,Hebei Xiandewang Coal Mine,,冀中能源股份有限公司显德汪矿,Jizhong Energy Co Ltd,冀中能源股份有限公司显德汪矿,,China,"1,8",,,Underground,,,456,Estimate,,Estimate,,,,2017,,,,河北省邢台市沙河市白塔镇显德汪村,Xingtai,Hebei,Eastern Asia,Asia,"36,865284","114,238245",Exact,,,,,,,,,N,N,N
M5552,,China,Hebei Xinsan Coal Mine,,冀中能源峰峰集团有限公司新三矿,Jizhong Energy Fengfeng Group Co Ltd,冀中能源峰峰集团有限公司新三矿,,China,"0,95",,,Underground,,,456,Estimate,,Estimate,,,,2020,,,,河北省邯郸市峰峰矿区大峪镇,Handan,Hebei,Eastern Asia,Asia,"36,384213","114,208894",Exact,,,,,,,,,N,N,N
M5549,,China,Hebei Xixizhuang Coal Mine,,开滦集团蔚州矿业公司西细庄矿,Kailuan Group Co Ltd,开滦集团有限责任公司,,China,"0,6",,,Underground,,,456,Estimate,,Estimate,,,1986,2018,,,,河北省张家口市蔚县白草村乡西细庄村,Zhangjiakou,Hebei,Eastern Asia,Asia,"39,908359","114,414895",Exact,,,,,,,,,N,N,N
M5542,,China,Hebei Xuandong Coal Mine,,张家口矿业集团宣东矿,Jizhong Energy Zhangjiakou Mining Group,冀中能源张家口矿业集团有限公司,,China,"1,5",,,Underground,,,456,Estimate,,Estimate,,,2001,2018,,,,河北省张家口市宣化区顾家营镇半坡街村,Zhangjiakou,Hebei,Eastern Asia,Asia,"40,543893","115,14283",Exact,,,,,,,,,N,N,N
M5532,,China,Hebei Zhangcun Coal Mine No. 3 Shaft,,冀中股份章村矿三井,Jizhong Energy Co Ltd,冀中能源股份有限公司章村矿三井,,China,"0,55",,,Underground,,,456,Estimate,,Estimate,,,,2017,,,,河北省邢台市沙河市窑坡村,Xingtai,Hebei,Eastern Asia,Asia,"36,859443","114,271113",Exact,,,,,,,,,N,N,N
M5118,,China,Heilongjiang Heihe Heibaoshan Coal Mine,,黑河市黑宝山矿业有限责任公司,Heihe City Heibaoshan Mining Co Ltd,黑河市黑宝山矿业有限责任公司,,China,"0,72",,2019,Surface,Open Pit,"0,44",280,Estimate,674,Exact,Bituminous,Thermal,1991,2020,,,,黑龙江省黑河市嫩江县多宝山镇,Heihe,Heilongjiang,Eastern Asia,Asia,"50,102711","125,666528",Exact,,,,,,,,,N,N,N
M5146,,China,Henan Changhong Coal Mine,,河南长虹矿业有限公司,Henan Changhong Mingin Co Ltd,河南长虹矿业有限公司,,China,"0,6",,,Underground,,,456,Estimate,,Estimate,,,2003,2020,,,,河南省平顶山市汝州市临汝镇纸坊村,Pingdingshan,Henan,Eastern Asia,Asia,"34,25078","112,603671",Approximate,,,,,,,,,N,N,N
M5144,,China,Henan Hebi No.10 Coal Mine,,鹤壁煤电股份有限公司第十煤矿,Hebi Coal Electricity Co Ltd,鹤壁煤电股份有限公司第十煤矿,,China,"0,6",,,Underground,,"6,54",456,Estimate,400,Exact,,,2002,2020,,,,河南省鹤壁市淇滨区冷泉村,Hebi,Henan,Eastern Asia,Asia,"35,83128","114,207706",Exact,,,,,,,,,N,N,N
M5525,,China,Henan Longmen Coal Mine,,洛阳龙门煤业有限公司龙门煤矿,Luoyang Longmen Coal Industry Co Ltd,洛阳龙门煤业有限公司,,China,"0,51",,,Underground,,,456,Estimate,,Estimate,,,1970,2021,,,,河南省洛阳市伊滨区诸葛镇诸葛村,Luoyang,Henan,Eastern Asia,Asia,"34,565913","112,522633",Exact,,,,,,,,,N,N,N
M4745,,China,Henan Wuzhai Coal Mine,,平顶山天安煤业天力有限责任公司吴寨矿,Pingdingshan Tianan Coal Industry Tianli Co Ltd,平顶山天安煤业天力有限责任公司吴寨矿,,China,"0,9",,2020,Underground,Longwall,"8,2",290,Exact,,Estimate,Bituminous,Met,1989,2020,,,,河南平顶山市卫东区平安大道中段,Pingdingshan,Henan,Eastern Asia,Asia,"33,749153","113,332115",Exact,,,,,,,,,N,N,N
M4725,,China,Inner Mongolia Khorchin Baolongshan Coal Mine,,科尔沁左翼中旗宝龙山金田矿业有限公司宝龙山煤矿,Horqin Left Banner Baolongshan Jintian Mining Co Ltd,科尔沁左翼中旗宝龙山金田矿业有限公司,吉林省融商投资有限公司,China,"0,9",,,Underground,Longwall,"24,9799",700,Exact,,Estimate,Bituminous,Thermal,2013,2023,,,,内蒙古自治区通辽市科尔沁左翼中旗宝龙山镇,Tongliao,Inner Mongolia,Eastern Asia,Asia,"44,062486","122,866769",Exact,,,,,,,,,N,N,N
M4942,,China,Inner Mongolia Ningfa No.1 Coal Mine,,内蒙古宁发矿业有限责任公司一矿,Inner Mongolia Ningfa Mining Co Ltd,内蒙古宁发矿业有限责任公司,,China,"0,6",,,Surface,Open Pit,"2,72",280,Estimate,,Estimate,,,1999,2023,,,,内蒙古自治区阿拉善盟阿拉善左旗宗别立镇呼鲁斯太苏木巴音井田,Alxa League,Inner Mongolia,Eastern Asia,Asia,"39,26916","106,206818",Approximate,,,,,,,,,N,N,N
M4885,,China,Inner Mongolia Ordos Taisheng Coal Mine,鄂尔多斯市一通煤化有限责任公司泰生煤矿,鄂尔多斯市建能能源有限责任公司泰生煤矿,Ordos City Jianneng Energy Co Ltd,鄂尔多斯市建能能源有限责任公司,,China,"1,2",,,Surface,Open Pit,"1,0783",140,Exact,20,Exact,Bituminous,Thermal,1997,2024,,,,内蒙古自治区鄂尔多斯市东胜区铜川镇添漫梁村,Ordos,Inner Mongolia,Eastern Asia,Asia,"39,939945","109,97829",Approximate,,,,,,,,,N,N,N
M4423,,Greece,Vevi Coal Mine,,,the Greek State [state-owned],,the Greek State [state-owned],Greece,,,,Surface,Open Pit,,50,Estimate,,,Lignite,Thermal,2010,,,,,Vevi,Florina,Western Macedonia,Southern Europe,Europe,"40,751111","21,5775",Approximate,Coal Plant,Florina (Meliti) Power Station,https://www.gem.wiki/Florina_(Meliti)_Power_Station,,,,,,N,N,N
M0461,,Greece,Megalopolis Lignite Center,"Megalopolis, MLC",,Lignitiki Megalopolis SA,,Public Power Corporation of Greece S.A,Greece,,,,Surface,Open Pit,40,150,Exact,858,Exact,Lignite,Thermal,1970,2025,Government order,Rehabilitation,Megalopolis,Megalopoli,Arcadia,Peloponnese,Southern Europe,Europe,"37,427554","22,097807",Exact,Coal Plant,Megalopoli power station,https://www.gem.wiki/Megalopoli_power_station,,,,,,N,N,N
M4900,,China,Inner Mongolia Yuxing Coal Mine,,内蒙古裕兴矿业有限公司煤矿,Inner Mongolia Yuxing Mining Co Ltd,内蒙古裕兴矿业有限公司,,China,"0,6",,,Underground,,"1,46",456,Estimate,222,Estimate,Bituminous,Met,2009,2025,,,,内蒙古自治区鄂尔多斯市鄂托克旗棋盘井矿区,Ordos,Inner Mongolia,Eastern Asia,Asia,"39,390851","107,026712",Exact,,,,,,,,,N,N,N
M5534,,China,Jiangsu Litang Coal Mine,,徐州李堂矿业有限公司李堂煤矿,Xuzhou Litang Mining Co Ltd,徐州李堂矿业有限公司,,China,"0,45",,,Underground,,,456,Estimate,,Estimate,,,,2020,,,,江苏省徐州市丰县首羡镇李堂,Xuzhou,Jiangsu,Eastern Asia,Asia,"34,867439","116,461782",Exact,,,,,,,,,N,N,N
M5533,,China,Jiangxi Yangou Coal Mine,,景德镇乐矿煤业有限责任公司沿沟煤矿,Jingdezhen Lekuang Coal Industry Co Ltd,景德镇乐矿煤业有限责任公司沿沟煤矿,,China,"0,6",,,Underground,,,456,Estimate,,Estimate,,,,2021,,,,江西省景德镇市乐平市涌山镇,Jingdezhen,Jiangxi,Eastern Asia,Asia,"29,185479","117,35575",Approximate,,,,,,,,,N,N,N
M2921,,China,Kaitong Open-Pit Coal Mine,,包头市石拐区凯通露天煤矿,Baotong Kaitong Mining Industry Company,,Baotong Kaitong Mining Industry Company,China,"0,9",,2022,Surface,Open Pit,"1,86",280,Estimate,64,Estimate,Bituminous,,2017,,,,,,Baotou,Inner Mongolia,Eastern Asia,Asia,"40,63714","110,292409",Exact,,,,,,,,,N,N,N
M4385,,China,Laiwu Ezhuang Coal Mine,,新汶矿业集团有限责任公司鄂庄煤矿,Xinwen Mining Group Ezhuang Coal Mine,,Yankuang Group Co Ltd,China,"0,9",,2023,Underground,Longwall,"17,3594",488,Exact,1732,Exact,Bituminous,Thermal & Met,1982,2023,,,Laiwu,"Fuqian Street, Gaozhuang Sub-district Office, Laiwu District",Ji'nan,Shandong,Eastern Asia,Asia,"36,180394","117,654224",Exact,,,,,,,,,N,N,N
M5526,,China,Liaoning Dayaogou Coal Mine,,辽宁南票煤电有限公司大窑沟煤矿,Liaoning Nanpiao Coal Electricity Co Ltd,辽宁南票煤电有限公司大窑沟矿,,China,"0,54",,,Underground,,,456,Estimate,,Estimate,,,,2020,,,,辽宁省葫芦岛市南票区赵家屯街,Huludao,Liaoning,Eastern Asia,Asia,"41,148228","120,726457",Exact,,,,,,,,,N,N,N
M5527,,China,Liaoning Xiaolinghe Coal Mine,,辽宁南票煤电有限公司小凌河矿,Liaoning Nanpiao Coal Electricity Co Ltd,辽宁南票煤电有限公司小凌河矿,,China,"0,6",,,Underground,,,456,Estimate,,Estimate,,,,2020,,,,辽宁省葫芦岛市南票区小凌河街,Huludao,Liaoning,Eastern Asia,Asia,"41,176456","120,758696",Approximate,,,,,,,,,N,N,N
M5528,,China,Liaoning Xilutian Surface Coal Mine,,抚顺矿业集团有限责任公司西露天矿,Fushun Mining Group Co Ltd,抚顺矿业集团有限责任公司西露天矿,,China,"2,6",,,Surface,,,280,Estimate,,Estimate,,,1901,2019,,,,辽宁省抚顺市望花区古城子街,Fushun,Liaoning,Eastern Asia,Asia,"41,842143","123,883409",Exact,,,,,,,,,N,N,N
M3120,,China,Linfen Donghe Coal Mine,,太原煤炭气化（集团）有限责任公司东河煤矿,Taiyuan Coal Gasification [Group] Company Donghe Coal Mine,,Jinneng Group,,"0,9",,2022,Underground,Longwall,"13,32",1175,Exact,755,Exact,Bituminous,Met,2005,2024,,,,"Niangou , Tailin ship",Linfen,Shanxi,Eastern Asia,Asia,"36,49985","111,316189",Exact,,,,,,,,,N,N,N
M2035,,China,Longdong Coal Mine,,大屯煤电（集团）有限责任公司龙东煤矿,China National Coal Group Corporation,,China Coal,China,"0,9",,,Underground,Longwall,,700,Exact,,,Bituminous,,1987,2023,Reserve exhausted,,,,,,Eastern Asia,Asia,"34,908731","116,822725",Exact,,,,,,,,,N,N,N
M2939,,China,Maojiashan Coal Mine,,永寿县平遥毛家山煤矿,Yongshou Pingyao Maojiashan Coal Mine Company,,,China,"0,9",,2022,Underground,Longwall,"6,45",456,Estimate,1388,Estimate,Bituminous,Thermal,,,,,Huanglong,,Xianyang,Shaanxi,Eastern Asia,Asia,"34,818602","107,967084",Exact,,,,,,,,,N,N,N
M2413,,China,Nanyu Coal Mine,,太原南峪煤业有限公司,Taiyuan Nanyu Coal Industry Company,,China Energy [60%]; Taiyuan State-Owned Assets Management Corporation [40%],China,"1,2",,,Underground,,,456,Estimate,250,Exact,Anthracite,Thermal,,2020,,,,,Taiyuan,Shanxi,Eastern Asia,Asia,"37,65603","112,385659",Approximate,,,,,,,,,N,N,N
M0300,,China,Ningfa No.2 Coal Mine,,内蒙古宁发矿业有限责任公司二矿,Inner Mongolia Ningfa Mining Company,,Inner Mongolia Ningfa Mining Industry Company,China,"1,2",,2022,Surface,Open Pit,"0,91",280,Estimate,,Estimate,Bituminous,Met,,,,,Helanshan,"Zongbieli , Azuo Banner,",Alxa League,Inner Mongolia,Eastern Asia,Asia,"39,115833","106,113611",Exact,,,,,,,,,N,N,N
M7381,,China,Shaanxi Fugu Feimaliang Coal Mine,,府谷县飞马梁煤矿有限公司,Fugu County Feimaliang Coal Co Ltd,府谷县飞马梁煤矿有限公司,,China,"0,6",,,Underground,Longwall,"7,1532",30,Exact,600,Exact,Bituminous,Thermal,2013,2023,,,,陕西省榆林市府谷县田家寨镇郭家墕村,Yulin,Shaanxi,Eastern Asia,Asia,"38,976431","110,66526",Exact,,,,,,,,,N,N,N
M6966,,China,Shaanxi Fugu Huopangou Coal Mine,,府谷县三道沟乡伙盘沟煤矿,Shaanxi Fugu Huopangou Coal Mine,府谷县三道沟乡伙盘沟煤矿,,,"0,6",,,Underground,Longwall,"2,48",40,Exact,371,Exact,Bituminous,Thermal & Met,,2022,,,,陕西省榆林市府谷县三道沟乡,Yulin,Shaanxi,Eastern Asia,Asia,"39,221749","110,763242",Exact,,,,,,,,,N,N,N
M6959,,China,Shaanxi Fugu Lujialiang Coal Mine,,府谷县老高川乡芦家梁煤矿,,,,,"0,45",,,Underground,Longwall,"4,45",210,Exact,420,Exact,Bituminous,Thermal,2013,2024,,,,陕西省榆林市府谷县老高川乡芦家梁村,Yulin,Shaanxi,Eastern Asia,Asia,"39,298911","110,381565",Exact,,,,,,,,,N,N,N
M4963,,China,Shaanxi Fugu Xintian Coal Mine,,府谷县田家寨镇新田煤矿,Fugu County Tianjiazhai Town Xintian Coal Mine Co Ltd,府谷县田家寨镇新田煤矿有限公司,,,"0,6",,2021,Underground,Longwall,"6,7",35,Exact,124,Estimate,Bituminous,Thermal,1996,2024,,,,陕西省榆林市府谷县田家寨镇水口村,Yulin,Shaanxi,Eastern Asia,Asia,"39,015515","110,666733",Exact,,,,,,,,,N,N,N
M4978,,China,Shaanxi Shenmu Shenyuan Coal Mine,,陕西神木神源煤炭矿业有限公司,Shaanxi Shenmu Shenyuan Coal Mining Co Ltd,陕西神木神源煤炭矿业有限公司,,,"0,6",,,Underground,Longwall,"2,65",175,Exact,280,Exact,Bituminous,Thermal,2015,2024,,,,陕西省榆林市神木市麻家塔乡张家峁村,Yulin,Shaanxi,Eastern Asia,Asia,"39,051635","110,342614",Exact,,,,,,,,,N,N,N
M4757,,China,Shaanxi Tongchuan Baishiya Coal Mine,,铜川市耀州区白石崖矿业有限公司,Tongchuan City Yaozhou District Baishiya Mining Co Ltd,铜川市耀州区白石崖矿业有限公司,,China,"0,9",,2019,Underground,,,456,Estimate,,Estimate,,,2001,2018,,,,陕西省铜川市耀州区照金镇白石崖沟,Tongchuan,Shaanxi,Eastern Asia,Asia,"35,110519","108,695622",Exact,,,,,,,,,N,N,N
M5557,,China,Shaanxi Xinyuan Coal Mine,,陕西榆林市榆阳区鑫源煤矿,Yulin City Yuyang District Xinyuan Coal Mine (General Partnership),榆林市榆阳区鑫源煤矿（普通合伙）,,China,"0,9",,,Underground,,,456,Estimate,,Estimate,,,,2020,,,,陕西省榆林市榆阳区牛家梁镇常乐堡村,Yulin,Shaanxi,Eastern Asia,Asia,"38,443586","109,911762",Exact,,,,,,,,,N,N,N
M4787,,China,Shaanxi Yulin Xinyuan Coal Mine,,榆林市榆阳区鑫源煤矿,Yulin City Yuyang District Xinyuan Coal Mine (General Partnership),榆林市榆阳区鑫源煤矿（普通合伙）,,China,"0,9",,2020,Underground,,,115,Exact,,Estimate,,,2003,2020,,,,陕西省榆林市榆阳区榆西路,Yulin,Shaanxi,Eastern Asia,Asia,"38,444122","109,911174",Exact,,,,,,,,,N,N,N
M2959,,China,Shandong Xinhe Coal Mine,,山东新河矿业有限公司,Shandong Xinhe Mining Company,,Shandong Energy,,"0,9",,2024,Underground,Longwall,"10,04",1004,Exact,885,Exact,Bituminous,Thermal & Met,2005,2025,,,,Jiacheng,Jining,Shandong,Eastern Asia,Asia,"35,393054","116,444708",Exact,,,,,,,,,N,N,N
M2111,,China,Shanmushu Coal Mine,,四川芙蓉集团实业有限责任公司杉木树煤矿,Sichuan Furong Group Industrial Company Shanmushu Coal Mine,,Sichuan Coal Industry Group,,"1,2",,2019,Underground,Longwall,"18,38",550,Exact,2103,Exact,Anthracite,Thermal,1972,2020,,,,"Xiwei , Xunchang",Yibin,Sichuan,Eastern Asia,Asia,"28,467855","104,668919",Exact,,,,,,,,,N,N,Y
